SNV;Index;BR;UF;initial(km);final(km);Extension(km);LOTE;Address_of_SNV_in_network
070MT002561;628;70;MT;2.56;7.22;4.66;1;\Videos\Recebidos\2020\Lote1\1101\29_07_2020\39_070MT002561
070MT007223;630;70;MT;7.22;64.37;57.15;1;\Videos\Recebidos\2020\Lote1\1101\29_07_2020\41_070MT007223
070MT007226;629;70;MT;7.23;2.56;4.67;1;\Videos\Recebidos\2020\Lote1\1101\29_07_2020\40_070MT007226
070MT064371;631;70;MT;64.37;112.89;48.52;1;\Videos\Recebidos\2020\Lote1\1101\29_07_2020\42_070MT064371
070MT112886;632;70;MT;112.89;136.48;23.60;1;\Videos\Recebidos\2020\Lote1\1101\29_07_2020\43_070MT112886
070MT136484;633;70;MT;136.48;161.94;25.46;1;\Videos\Recebidos\2020\Lote1\1101\29_07_2020\44_070MT136484
070MT161941;634;70;MT;161.94;194.00;32.06;1;\Videos\Recebidos\2020\Lote1\1101\29_07_2020\45_070MT161941
070MT193996;635;70;MT;194.00;209.54;15.54;1;\Videos\Recebidos\2020\Lote1\1101\29_07_2020\46_070MT193996
070MT209538;636;70;MT;209.54;224.79;15.25;1;\Videos\Recebidos\2020\Lote1\1101\30_07_2020\47_070MT209538
070MT224789;637;70;MT;224.79;255.56;30.77;1;\Videos\Recebidos\2020\Lote1\1101\30_07_2020\48_070MT224789
070MT255555;638;70;MT;255.56;278.11;22.56;1;\Videos\Recebidos\2020\Lote1\1101\30_07_2020\49_070MT255555
070MT278112;639;70;MT;278.11;289.05;10.94;1;\Videos\Recebidos\2020\Lote1\1101\30_07_2020\50_070MT278112
070MT289047;640;70;MT;289.05;308.97;19.92;1;\Videos\Recebidos\2020\Lote1\1101\30_07_2020\51_070MT289047
070MT308967;641;70;MT;308.97;343.26;34.29;1;\Videos\Recebidos\2020\Lote1\1101\30_07_2020\52_070MT308967
070MT343257;642;70;MT;343.26;370.33;27.08;1;\Videos\Recebidos\2020\Lote1\1101\31_07_2020\53_070MT343257
070MT370333;643;70;MT;370.33;381.64;11.31;1;\Videos\Recebidos\2020\Lote1\1101\31_07_2020\54_070MT370333
070MT381641;644;70;MT;381.64;382.99;1.35;1;\Videos\Recebidos\2020\Lote1\1101\31_07_2020\55_070MT381641
070MT382986;645;70;MT;382.99;393.83;10.84;1;\Videos\Recebidos\2020\Lote1\1101\31_07_2020\56_070MT382986
070MT393826;646;70;MT;393.83;400.08;6.26;1;\Videos\Recebidos\2020\Lote1\1101\31_07_2020\57_070MT393826
070MT400081;647;70;MT;400.08;405.01;4.93;1;\Videos\Recebidos\2020\Lote1\1101\31_07_2020\58_070MT400081
070MT405011;648;70;MT;405.01;424.47;19.46;1;\Videos\Recebidos\2020\Lote1\1101\31_07_2020\59_070MT405011
070MT537400;1901;70;MT;537.40;548.79;11.39;1;\Videos\Recebidos\2020\Lote1\1105\23_10_2020\0_070MT537400
070MT548793;1902;70;MT;548.79;577.15;28.36;1;\Videos\Recebidos\2020\Lote1\1105\23_10_2020\1_070MT548793
070MT577147;1903;70;MT;577.15;628.02;50.87;1;\Videos\Recebidos\2020\Lote1\1105\23_10_2020\2_070MT577147
070MT628016;1904;70;MT;628.02;727.29;99.27;1;\Videos\Recebidos\2020\Lote1\1105\26_10_2020\3_070MT628016
070MT727286;1905;70;MT;727.29;735.43;8.14;1;\Videos\Recebidos\2020\Lote1\1105\24_10_2020\4_070MT727286
070MT735433;1906;70;MT;735.43;741.12;5.69;1;\Videos\Recebidos\2020\Lote1\1105\24_10_2020\5_070MT735433
070MT741115;1907;70;MT;741.12;749.54;8.42;1;\Videos\Recebidos\2020\Lote1\1105\24_10_2020\6_070MT741115
070MT749539;1908;70;MT;749.54;780.17;30.63;1;\Videos\Recebidos\2020\Lote1\1105\20_10_2020\7_070MT749539
070MT780169;1909;70;MT;780.17;784.46;4.29;1;\Videos\Recebidos\2020\Lote1\1105\20_10_2020\8_070MT780169
070MT784461;1910;70;MT;784.46;786.62;2.16;1;\Videos\Recebidos\2020\Lote1\1105\21_10_2020\9_070MT784461
070MT786616;1911;70;MT;786.62;830.82;44.20;1;\Videos\Recebidos\2020\Lote1\1105\22_10_2020\10_070MT786616
080DF000000;278;80;DF;0.00;5.26;5.26;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\67_080DF000000
080DF005256;279;80;DF;5.26;9.98;4.72;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\68_080DF005256
080DF009983;280;80;DF;9.98;14.72;4.74;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\69_080DF009983
080DF014718;281;80;DF;14.72;17.17;2.45;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\70_080DF014718
080DF017173;282;80;DF;17.17;21.60;4.43;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\71_080DF017173
080DF021600;284;80;DF;21.60;21.96;0.36;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\73_080DF021600
080DF021608;283;80;DF;21.61;17.17;4.44;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\72_080DF021608
080DF021963;285;80;DF;21.96;25.15;3.19;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\74_080DF021963
080DF025154;286;80;DF;25.15;26.17;1.02;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\75_080DF025154
080DF026174;288;80;DF;26.17;30.24;4.07;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\77_080DF026174
080DF026188;287;80;DF;26.19;25.16;1.03;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\76_080DF026188
080DF030237;289;80;DF;30.24;37.70;7.46;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\78_080DF030237
080DF037696;290;80;DF;37.70;39.52;1.82;1;\Videos\Recebidos\2020\Lote1\1100\16_07_2020\79_080DF037696
080GO094300;291;80;GO;94.30;126.23;31.93;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\80_080GO094300
080GO125991;292;80;GO;125.99;130.07;4.08;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\81_080GO125991
080GO130066;293;80;GO;130.07;152.83;22.76;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\82_080GO130066
080GO152834;294;80;GO;152.83;181.28;28.45;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\83_080GO152834
080GO181284;295;80;GO;181.28;193.01;11.73;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\84_080GO181284
080GO365100;296;80;GO;365.10;410.53;45.43;1;\Videos\Recebidos\2020\Lote1\1100\18_07_2020\85_080GO365100
153GO031794;299;153;GO;31.79;0.00;31.79;1;\Videos\Recebidos\2020\Lote1\1100\19_07_2020\88_153GO031794
153GO057536;300;153;GO;57.54;31.79;25.75;1;\Videos\Recebidos\2020\Lote1\1100\19_07_2020\89_153GO057536
153GO068670;301;153;GO;68.67;57.54;11.13;1;\Videos\Recebidos\2020\Lote1\1100\19_07_2020\90_153GO068670
153GO107358;302;153;GO;107.36;68.67;38.69;1;\Videos\Recebidos\2020\Lote1\1100\18_07_2020\91_153GO107358
153GO124667;303;153;GO;124.67;107.36;17.31;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\92_153GO124667
153GO142089;304;153;GO;142.09;124.67;17.42;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\93_153GO142089
153GO176258;305;153;GO;176.26;142.09;34.17;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\94_153GO176258
153GO201017;306;153;GO;201.02;176.26;24.76;1;\Videos\Recebidos\2020\Lote1\1100\17_07_2020\95_153GO201017
153GO242798;307;153;GO;242.80;212.82;29.98;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\96_153GO242798
153GO275208;308;153;GO;275.21;242.80;32.41;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\97_153GO275208
153GO284736;309;153;GO;284.74;275.21;9.53;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\98_153GO284736
153GO288762;310;153;GO;288.76;284.74;4.02;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\99_153GO288762
153GO302682;311;153;GO;302.68;288.76;13.92;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\100_153GO302682
153GO319478;312;153;GO;319.48;302.68;16.80;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\101_153GO319478
153GO322134;313;153;GO;322.13;319.48;2.65;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\102_153GO322134
153GO357539;314;153;GO;357.54;322.13;35.41;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\103_153GO357539
153GO360376;315;153;GO;360.38;357.54;2.84;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\104_153GO360376
153GO369881;316;153;GO;369.88;360.38;9.50;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\105_153GO369881
153GO377369;317;153;GO;377.37;369.88;7.49;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\106_153GO377369
153GO402192;318;153;GO;402.19;377.37;24.82;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\107_153GO402192
153GO419012;319;153;GO;419.01;402.19;16.82;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\108_153GO419012
153GO420658;321;153;GO;420.66;419.01;1.65;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\110_153GO420658
153GO420659;320;153;GO;419.01;420.66;1.65;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\109_153GO420659
153GO435733;323;153;GO;435.73;420.66;15.07;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\112_153GO435733
153GO435744;322;153;GO;420.66;435.74;15.08;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\111_153GO435744
153GO444354;325;153;GO;444.35;435.73;8.62;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\114_153GO444354
153GO444451;324;153;GO;435.74;444.45;8.71;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\113_153GO444451
153PA034984;793;153;PA;34.98;0.00;34.98;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\204_153PA034984
153PA041901;794;153;PA;41.90;34.98;6.92;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\205_153PA041901
153PA063361;795;153;PA;63.36;41.98;21.38;1;\Videos\Recebidos\2020\Lote1\1101\08_08_2020\206_153PA063361
153PA150604;796;153;PA;150.60;63.36;87.24;1;\Videos\Recebidos\2020\Lote1\1101\08_08_2020\207_153PA150604
153PA152573;797;153;PA;150.60;152.57;1.97;1;\Videos\Recebidos\2020\Lote1\1101\08_08_2020\208_153PA152573
153PA152587;798;153;PA;152.59;150.60;1.98;1;\Videos\Recebidos\2020\Lote1\1101\08_08_2020\209_153PA152587
153TO000000;788;153;TO;0.00;0.33;0.33;1;\Videos\Recebidos\2020\Lote1\1101\06_08_2020\199_153TO000000
153TO000325;790;153;TO;0.88;0.33;0.55;1;\Videos\Recebidos\2020\Lote1\1101\06_08_2020\201_153TO000875
153TO000875;789;153;TO;0.33;0.89;0.56;1;\Videos\Recebidos\2020\Lote1\1101\06_08_2020\200_153TO000325
153TO000888;791;153;TO;0.89;1.55;0.66;1;\Videos\Recebidos\2020\Lote1\1101\06_08_2020\202_153TO000888
153TO034595;904;153;TO;34.60;3.90;30.70;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\0_153TO034595
153TO049011;905;153;TO;49.01;34.60;14.41;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\1_153TO049011
153TO092926;906;153;TO;92.93;49.01;43.92;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\2_153TO092926
153TO109597;907;153;TO;109.60;92.93;16.67;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\3_153TO109597
153TO136255;908;153;TO;136.26;109.60;26.66;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\4_153TO136255
153TO144126;909;153;TO;136.26;144.13;7.87;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\5_153TO144126
153TO144152;910;153;TO;144.15;136.26;7.89;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\6_153TO144152
153TO149229;911;153;TO;144.13;149.23;5.10;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\7_153TO149229
153TO149265;912;153;TO;149.27;144.15;5.12;1;\Videos\Recebidos\2020\Lote1\1102\06_08_2020\8_153TO149265
153TO184417;913;153;TO;184.42;149.27;35.15;1;\Videos\Recebidos\2020\Lote1\1102\05_08_2020\9_153TO184417
153TO199041;914;153;TO;199.04;184.42;14.62;1;\Videos\Recebidos\2020\Lote1\1102\05_08_2020\10_153TO199041
153TO203635;915;153;TO;203.64;184.42;19.22;1;\Videos\Recebidos\2020\Lote1\1102\05_08_2020\11_153TO203635
153TO229912;916;153;TO;229.91;203.64;26.27;1;\Videos\Recebidos\2020\Lote1\1102\05_08_2020\12_153TO229912
153TO232521;917;153;TO;229.88;232.52;2.64;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\13_153TO232521
153TO232525;918;153;TO;232.53;229.91;2.62;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\14_153TO232525
153TO234362;919;153;TO;232.52;234.36;1.84;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\15_153TO234362
153TO234383;920;153;TO;234.38;232.53;1.85;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\16_153TO234383
153TO269958;921;153;TO;269.96;234.38;35.58;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\17_153TO269958
153TO280375;922;153;TO;280.38;269.96;10.42;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\18_153TO280375
153TO285474;923;153;TO;285.47;280.38;5.09;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\19_153TO285474
153TO318247;924;153;TO;318.25;285.47;32.78;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\20_153TO318247
153TO322777;925;153;TO;318.23;322.78;4.55;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\21_153TO322777
153TO322807;926;153;TO;322.81;318.25;4.56;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\22_153TO322807
153TO333062;927;153;TO;333.06;322.81;10.25;1;\Videos\Recebidos\2020\Lote1\1102\04_08_2020\23_153TO333062
153TO345467;928;153;TO;345.47;333.06;12.41;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\24_153TO345467
153TO378110;929;153;TO;378.11;345.47;32.64;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\25_153TO378110
153TO396027;930;153;TO;396.03;378.11;17.92;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\26_153TO396027
153TO400246;931;153;TO;396.00;400.25;4.25;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\27_153TO400246
153TO400287;932;153;TO;400.29;396.03;4.26;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\28_153TO400287
153TO402857;933;153;TO;400.25;402.86;2.61;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\29_153TO402857
153TO402908;934;153;TO;402.91;400.29;2.62;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\30_153TO402908
153TO438354;935;153;TO;438.35;402.91;35.44;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\31_153TO438354
153TO479136;936;153;TO;479.14;438.35;40.79;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\32_153TO479136
153TO481408;937;153;TO;481.41;479.14;2.27;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\33_153TO481408
153TO482420;938;153;TO;481.36;482.42;1.06;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\34_153TO482420
153TO482485;939;153;TO;482.49;481.41;1.08;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\35_153TO482485
153TO486839;940;153;TO;486.84;482.49;4.35;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\36_153TO486839
153TO510769;941;153;TO;510.77;486.84;23.93;1;\Videos\Recebidos\2020\Lote1\1102\03_08_2020\37_153TO510769
153TO525089;942;153;TO;525.09;510.77;14.32;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\38_153TO525089
153TO526498;943;153;TO;525.02;526.50;1.48;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\39_153TO526498
153TO526568;944;153;TO;526.57;525.09;1.48;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\40_153TO526568
153TO527492;945;153;TO;526.50;527.49;0.99;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\41_153TO527492
153TO527556;946;153;TO;527.56;526.57;0.99;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\42_153TO527556
153TO544505;947;153;TO;544.51;527.56;16.95;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\43_153TO544505
153TO546746;948;153;TO;546.75;544.51;2.24;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\44_153TO546746
153TO549122;949;153;TO;546.68;549.12;2.44;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\45_153TO549122
153TO549185;950;153;TO;549.19;546.75;2.44;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\46_153TO549185
153TO609055;951;153;TO;609.06;549.19;59.87;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\47_153TO609055
153TO656667;952;153;TO;656.67;609.06;47.61;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\48_153TO656667
153TO657063;953;153;TO;656.60;657.06;0.46;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\49_153TO657063
153TO657122;954;153;TO;657.12;656.67;0.45;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\50_153TO657122
153TO659568;955;153;TO;657.06;659.57;2.51;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\51_153TO659568
153TO659627;956;153;TO;659.63;657.12;2.51;1;\Videos\Recebidos\2020\Lote1\1102\01_08_2020\52_153TO659627
153TO674007;326;153;TO;673.70;674.00;0.30;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\115_153TO674007
153TO674007;327;153;TO;674.00;673.70;0.30;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\116_153TO674007
153TO701420;328;153;TO;701.40;674.00;27.40;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\117_153TO701420
153TO721417;329;153;TO;721.40;701.40;20.00;1;\Videos\Recebidos\2020\Lote1\1100\24_07_2020\118_153TO721417
153TO760215;330;153;TO;760.20;721.40;38.80;1;\Videos\Recebidos\2020\Lote1\1100\24_07_2020\119_153TO760215
153TO761380;332;153;TO;761.40;760.20;1.20;1;\Videos\Recebidos\2020\Lote1\1100\24_07_2020\121_153TO761380
153TO761400;331;153;TO;760.20;761.40;1.20;1;\Videos\Recebidos\2020\Lote1\1100\24_07_2020\120_153TO761400
153TO762553;333;153;TO;761.40;762.60;1.20;1;\Videos\Recebidos\2020\Lote1\1100\24_07_2020\122_153TO762553
153TO762569;334;153;TO;762.60;761.40;1.20;1;\Videos\Recebidos\2020\Lote1\1100\24_07_2020\123_153TO762569
153TO797993;335;153;TO;798.00;762.60;35.40;1;\Videos\Recebidos\2020\Lote1\1100\19_07_2020\124_153TO797993
153TO801900;336;153;TO;801.90;798.00;3.90;1;\Videos\Recebidos\2020\Lote1\1100\19_07_2020\125_153TO801900
155PA000000;3396;155;PA;0.00;84.76;84.76;1;\Videos\Recebidos\2020\Lote1\1107\13_11_2020\106_155PA000000
155PA084755;3397;155;PA;84.76;110.11;25.35;1;\Videos\Recebidos\2020\Lote1\1107\13_11_2020\107_155PA084755
155PA110106;3398;155;PA;110.11;199.60;89.49;1;\Videos\Recebidos\2020\Lote1\1107\13_11_2020\108_155PA110106
155PA199599;3399;155;PA;199.60;250.57;50.97;1;\Videos\Recebidos\2020\Lote1\1107\14_11_2020\109_155PA199599
155PA250567;3400;155;PA;250.57;344.35;93.78;1;\Videos\Recebidos\2020\Lote1\1107\14_11_2020\110_155PA250567
156AP271470;649;156;AP;271.47;298.86;27.39;1;\Videos\Recebidos\2020\Lote1\1101\16_08_2020\60_156AP271470
156AP298858;650;156;AP;298.86;351.42;52.56;1;\Videos\Recebidos\2020\Lote1\1101\16_08_2020\61_156AP298858
156AP351420;651;156;AP;351.42;379.57;28.15;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\62_156AP351420
156AP379570;652;156;AP;379.57;406.46;26.89;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\63_156AP379570
156AP406462;653;156;AP;406.46;456.17;49.71;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\64_156AP406462
156AP456174;654;156;AP;456.17;473.34;17.16;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\65_156AP456174
156AP473337;655;156;AP;473.34;502.57;29.23;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\66_156AP473337
156AP502565;656;156;AP;502.57;528.70;26.13;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\67_156AP502565
156AP528697;657;156;AP;528.70;549.94;21.24;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\68_156AP528697
156AP549941;658;156;AP;549.94;604.78;54.84;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\69_156AP549941
156AP604782;659;156;AP;604.78;642.05;37.27;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\70_156AP604782
156AP642052;660;156;AP;642.05;660.67;18.62;1;\Videos\Recebidos\2020\Lote1\1101\17_08_2020\71_156AP642052
156AP771474;661;156;AP;771.47;821.90;50.43;1;\Videos\Recebidos\2020\Lote1\1101\18_08_2020\72_156AP771474
156AP821902;662;156;AP;821.90;823.79;1.89;1;\Videos\Recebidos\2020\Lote1\1101\18_08_2020\73_156AP821902
156AP823793;663;156;AP;823.79;824.17;0.38;1;\Videos\Recebidos\2020\Lote1\1101\18_08_2020\74_156AP823793
158GO005968;1560;158;GO;5.97;3.50;2.47;1;\Videos\Recebidos\2020\Lote1\1104\29_09_2020\51_158GO005968
158GO035820;1561;158;GO;35.82;5.97;29.85;1;\Videos\Recebidos\2020\Lote1\1104\29_09_2020\52_158GO035820
158GO085855;1562;158;GO;85.86;35.82;50.04;1;\Videos\Recebidos\2020\Lote1\1104\29_09_2020\53_158GO085855
158GO088450;1563;158;GO;88.45;85.86;2.59;1;\Videos\Recebidos\2020\Lote1\1104\29_09_2020\54_158GO088450
158GO108534;1564;158;GO;108.53;88.45;20.08;1;\Videos\Recebidos\2020\Lote1\1104\29_09_2020\55_158GO108534
158GO149787;1565;158;GO;149.79;108.53;41.26;1;\Videos\Recebidos\2020\Lote1\1104\28_09_2020\56_158GO149787
158GO152152;1566;158;GO;152.15;149.79;2.36;1;\Videos\Recebidos\2020\Lote1\1104\28_09_2020\57_158GO152152
158GO154952;1567;158;GO;154.95;152.15;2.80;1;\Videos\Recebidos\2020\Lote1\1104\28_09_2020\58_158GO154952
158GO161777;1568;158;GO;161.78;154.95;6.83;1;\Videos\Recebidos\2020\Lote1\1104\28_09_2020\59_158GO161777
158GO183187;1569;158;GO;183.19;161.78;21.41;1;\Videos\Recebidos\2020\Lote1\1104\28_09_2020\60_158GO183187
158GO200439;1570;158;GO;200.44;183.19;17.25;1;\Videos\Recebidos\2020\Lote1\1104\28_09_2020\61_158GO200439
158GO228545;1571;158;GO;228.55;200.44;28.11;1;\Videos\Recebidos\2020\Lote1\1104\28_09_2020\62_158GO228545
158GO259302;1572;158;GO;259.30;228.55;30.75;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\63_158GO259302
158GO265467;1573;158;GO;259.30;265.47;6.17;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\64_158GO265467
158GO265487;1574;158;GO;265.49;259.30;6.19;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\65_158GO265487
158GO266837;1575;158;GO;265.47;266.84;1.37;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\66_158GO266837
158GO266869;1576;158;GO;266.87;265.49;1.38;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\67_158GO266869
158GO269811;1577;158;GO;269.81;266.87;2.94;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\68_158GO269811
158GO272288;1578;158;GO;272.29;269.81;2.48;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\69_158GO272288
158GO273174;1579;158;GO;272.26;273.17;0.91;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\70_158GO273174
158GO273202;1580;158;GO;273.20;272.29;0.91;1;\Videos\Recebidos\2020\Lote1\1104\27_09_2020\71_158GO273202
158MS001100;664;158;MS;1.10;1.32;0.22;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\75_158MS001100
158MS001295;665;158;MS;1.30;1.10;0.20;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\76_158MS001295
158MS001315;666;158;MS;1.32;2.71;1.39;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\77_158MS001315
158MS002710;667;158;MS;2.71;26.27;23.56;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\78_158MS002710
158MS026272;668;158;MS;26.27;34.68;8.41;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\79_158MS026272
158MS034682;669;158;MS;34.68;59.57;24.89;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\80_158MS034682
158MS059567;670;158;MS;59.57;91.09;31.52;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\81_158MS059567
158MS091087;671;158;MS;91.09;93.76;2.67;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\82_158MS091087
158MS093763;673;158;MS;93.76;94.64;0.88;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\84_158MS093763
158MS093782;672;158;MS;93.78;91.07;2.72;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\83_158MS093782
158MS094638;675;158;MS;94.64;98.61;3.98;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\86_158MS094638
158MS094652;674;158;MS;94.65;93.78;0.87;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\85_158MS094652
158MS098592;676;158;MS;98.59;94.65;3.94;1;\Videos\Recebidos\2020\Lote1\1101\13_08_2020\87_158MS098592
158MS098613;677;158;MS;98.61;141.64;43.03;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\88_158MS098613
158MS141638;678;158;MS;141.64;141.88;0.24;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\89_158MS141638
158MS141847;679;158;MS;141.85;141.62;0.23;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\90_158MS141847
158MS141878;680;158;MS;141.88;142.27;0.40;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\91_158MS141878
158MS142273;682;158;MS;142.27;146.46;4.19;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\93_158MS142273
158MS142327;681;158;MS;142.33;141.85;0.48;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\92_158MS142327
158MS146458;683;158;MS;146.46;146.64;0.18;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\94_158MS146458
158MS146638;685;158;MS;146.64;146.81;0.18;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\96_158MS146638
158MS146685;684;158;MS;146.69;146.51;0.17;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\95_158MS146685
158MS146813;687;158;MS;146.81;169.58;22.77;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\98_158MS146813
158MS146867;686;158;MS;146.87;146.68;0.19;1;\Videos\Recebidos\2020\Lote1\1101\14_08_2020\97_158MS146867
